0,0.43,0.3,0.45,0.52,0.0,0.51,0.35,0.31,0.46
1,0.16,0.55,0.0,0.0,0.41,0.0,0.28,0.54,0.24
2,0.31,0.3,0.28,0.0,0.04,0.39,0.21,0.63,0.32
3,0.23,0.33,0.39,0.04,0.44,0.41,0.28,0.29,0.42
4,0.22,0.1,0.25,0.36,0.26,0.52,0.0,0.0,0.35
5,0.62,0.3,0.09,0.36,0.25,0.38,0.22,0.27,0.45
6,0.22,0.36,0.06,0.58,0.33,0.32,0.36,0.33,0.54
7,0.26,0.3,0.46,0.05,0.44,0.39,0.07,0.33,0.0
8,0.33,0.27,0.52,0.3,0.46,0.49,0.5,0.24,0.46
9,0.43,0.26,0.65,0.33,0.3,0.78,0.0,0.0,0.58
